Time,GPS_Lat,GPS_Long,CarSpeed,pBrakeF,pBrakeR,tWater,tOil,mFuelConsLap,Logger_Lap,aSteering,RPM,Gear,GPS_Speed,VBatt,rPedal,tAir,WSpeed_FL,WSpeed_FR,DistanceLap,DistanceFull,BrakeBalance,pOil,PBX_LP_Fuel_Current,
0.730,13.0006653,79.9896702,160.4,0.4,0.1,104.6,117.5,0.009,7,3.7,5902,4,159.0,14.42,101.8,47.3,160.4,160.3,22,1925549,76.9,4.04,12,
0.735,13.0006653,79.9896702,160.4,0.4,0.1,104.6,117.5,0.009,7,3.7,5915,4,159.0,14.42,101.8,47.3,160.4,160.3,22,1925549,76.9,4.04,12,
0.740,13.0006653,79.9896702,160.5,0.5,0.4,104.7,118.5,0.010,7,3.7,5919,4,159.0,14.42,101.8,47.3,160.5,160.3,24,1925549,56.2,4.04,12,
0.745,13.0006653,79.9896702,160.6,0.5,0.4,104.7,118.5,0.010,7,3.7,5923,4,159.0,14.42,101.8,47.3,160.6,160.4,24,1925549,56.2,4.04,12,
0.750,13.0006653,79.9896702,160.6,0.5,0.4,104.7,118.5,0.010,7,3.5,5922,4,159.0,14.41,101.7,47.3,160.6,160.4,24,1925549,56.2,4.04,12,
0.755,13.0006653,79.9896702,160.6,0.5,0.4,104.7,118.5,0.010,7,3.5,5914,4,159.0,14.41,101.7,47.3,160.6,160.5,24,1925549,56.2,4.04,12,
0.760,13.0006527,79.9896601,160.7,0.5,0.4,104.7,118.5,0.010,7,3.5,5908,4,159.0,14.41,101.7,47.3,160.7,160.5,24,1925549,56.2,4.04,12,
0.765,13.0006527,79.9896601,160.7,0.5,0.4,104.7,118.5,0.010,7,3.5,5898,4,159.0,14.41,101.7,47.3,160.7,160.6,24,1925549,56.2,4.04,12,
0.770,13.0006527,79.9896601,160.8,0.5,0.4,104.7,118.5,0.010,7,3.8,5897,4,159.0,14.40,101.7,47.3,160.8,160.6,24,1925549,56.2,4.03,12,
0.775,13.0006527,79.9896601,160.8,0.5,0.4,104.7,118.5,0.010,7,3.8,5896,4,159.0,14.40,101.7,47.3,160.8,160.7,24,1925549,56.2,4.03,12,
0.780,13.0006527,79.9896601,160.9,0.5,0.4,104.7,118.5,0.010,7,3.8,5899,4,159.0,14.40,101.7,47.3,160.9,160.8,24,1925549,56.2,4.03,12,
0.785,13.0006527,79.9896601,160.9,0.5,0.4,104.7,118.5,0.010,7,3.8,5900,4,159.0,14.40,101.7,47.3,160.9,160.8,24,1925549,56.2,4.03,12,
0.790,13.0006527,79.9896601,160.9,-0.3,-0.3,104.6,118.6,0.011,7,3.4,5898,4,159.0,14.40,101.8,47.3,160.9,160.8,26,1925558,-1.0,4.04,12,
0.795,13.0006527,79.9896601,161.0,-0.3,-0.3,104.6,118.6,0.011,7,3.4,5893,4,159.0,14.40,101.8,47.3,161.0,160.9,26,1925558,-1.0,4.04,12,
0.800,13.0006399,79.9896503,161.1,-0.3,-0.3,104.6,118.6,0.011,7,3.4,5893,4,159.0,14.40,101.8,47.3,161.1,160.9,26,1925558,-1.0,4.04,12,
0.805,13.0006399,79.9896503,161.1,-0.3,-0.3,104.6,118.6,0.011,7,3.4,5896,4,159.0,14.40,101.8,47.3,161.1,161.0,26,1925558,-1.0,4.04,12,
0.810,13.0006399,79.9896503,161.1,-0.3,-0.3,104.6,118.6,0.011,7,4.0,5898,4,159.0,14.42,101.8,47.3,161.1,161.0,26,1925558,-1.0,4.03,12,
0.815,13.0006399,79.9896503,161.2,-0.3,-0.3,104.6,118.6,0.011,7,4.0,5897,4,159.0,14.42,101.8,47.3,161.2,161.0,26,1925558,-1.0,4.03,12,
0.820,13.0006399,79.9896503,161.2,-0.3,-0.3,104.6,118.6,0.011,7,4.0,5902,4,159.0,14.42,101.8,47.3,161.2,161.1,26,1925558,-1.0,4.03,12,
0.825,13.0006399,79.9896503,161.2,-0.3,-0.3,104.6,118.6,0.011,7,4.0,5902,4,159.0,14.42,101.8,47.3,161.2,161.1,26,1925558,-1.0,4.03,12,
0.830,13.0006399,79.9896503,161.3,-0.3,-0.3,104.6,118.6,0.011,7,4.1,5904,4,159.0,14.44,101.9,47.3,161.3,161.2,26,1925558,-1.0,4.02,12,
0.835,13.0006399,79.9896503,161.4,-0.3,-0.3,104.6,118.6,0.011,7,4.1,5907,4,159.0,14.44,101.9,47.3,161.4,161.2,26,1925558,-1.0,4.02,12,
0.840,13.0006271,79.9896404,161.4,0.2,0.1,104.9,118.6,0.012,7,4.1,5910,4,159.0,14.44,101.9,47.3,161.4,161.3,28,1925558,64.2,4.02,12,
0.845,13.0006271,79.9896404,161.4,0.2,0.1,104.9,118.6,0.012,7,4.1,5913,4,159.0,14.44,101.9,47.3,161.4,161.3,28,1925558,64.2,4.02,12,
0.850,13.0006271,79.9896404,161.5,0.2,0.1,104.9,118.6,0.012,7,3.5,5919,4,159.0,14.43,101.7,47.3,161.5,161.3,28,1925558,64.2,4.01,12,
0.855,13.0006271,79.9896404,161.5,0.2,0.1,104.9,118.6,0.012,7,3.5,5923,4,159.0,14.43,101.7,47.3,161.5,161.4,28,1925558,64.2,4.01,12,
0.860,13.0006271,79.9896404,161.6,0.2,0.1,104.9,118.6,0.012,7,3.5,5924,4,159.0,14.43,101.7,47.3,161.6,161.4,28,1925558,64.2,4.01,12,
0.865,13.0006271,79.9896404,161.7,0.2,0.1,104.9,118.6,0.012,7,3.5,5922,4,159.0,14.43,101.7,47.3,161.7,161.5,28,1925558,64.2,4.01,12,
0.870,13.0006271,79.9896404,161.7,0.2,0.1,104.9,118.6,0.012,7,3.7,5922,4,159.0,14.43,101.8,47.3,161.7,161.5,28,1925558,64.2,3.99,12,
0.875,13.0006271,79.9896404,161.8,0.2,0.1,104.9,118.6,0.012,7,3.7,5921,4,159.0,14.43,101.8,47.3,161.8,161.6,28,1925558,64.2,3.99,12,
0.880,13.0006142,79.9896306,161.8,0.2,0.1,104.9,118.6,0.012,7,3.7,5915,4,159.0,14.43,101.8,47.3,161.8,161.6,28,1925558,64.2,3.99,12,
0.885,13.0006142,79.9896306,161.9,0.2,0.1,104.9,118.6,0.012,7,3.7,5918,4,159.0,14.43,101.8,47.3,161.9,161.7,28,1925558,64.2,3.99,12,
0.890,13.0006142,79.9896306,162.0,-0.1,0.0,105.0,118.8,0.013,7,3.4,5921,4,159.0,14.44,101.7,47.3,162.0,161.7,31,1925558,-1.0,3.97,12,
0.895,13.0006142,79.9896306,162.0,-0.1,0.0,105.0,118.8,0.013,7,3.4,5925,4,159.0,14.44,101.7,47.3,162.0,161.8,31,1925558,-1.0,3.97,12,
0.900,13.0006142,79.9896306,162.1,-0.1,0.0,105.0,118.8,0.013,7,3.4,5919,4,159.0,14.44,101.7,47.3,162.1,161.8,31,1925558,-1.0,3.97,12,
0.905,13.0006142,79.9896306,162.1,-0.1,0.0,105.0,118.8,0.013,7,3.4,5922,4,159.0,14.44,101.7,47.3,162.1,161.9,31,1925558,-1.0,3.97,12,
0.910,13.0006142,79.9896306,162.2,-0.1,0.0,105.0,118.8,0.013,7,3.7,5930,4,159.0,14.45,101.7,47.3,162.2,161.9,31,1925558,-1.0,3.96,12,
0.915,13.0006142,79.9896306,162.2,-0.1,0.0,105.0,118.8,0.013,7,3.7,5937,4,159.0,14.45,101.7,47.3,162.2,162.0,31,1925558,-1.0,3.96,12,
0.920,13.0006011,79.9896206,162.3,-0.1,0.0,105.0,118.8,0.013,7,3.7,5933,4,160.0,14.45,101.7,47.3,162.3,162.0,31,1925558,-1.0,3.96,12,
0.925,13.0006011,79.9896206,162.4,-0.1,0.0,105.0,118.8,0.013,7,3.7,5942,4,160.0,14.45,101.7,47.3,162.4,162.0,31,1925558,-1.0,3.96,12,
0.930,13.0006011,79.9896206,162.4,-0.1,0.0,105.0,118.8,0.013,7,3.4,5945,4,160.0,14.46,101.7,47.3,162.4,162.1,31,1925558,-1.0,3.97,12,
0.935,13.0006011,79.9896206,162.5,-0.1,0.0,105.0,118.8,0.013,7,3.4,5950,4,160.0,14.46,101.7,47.3,162.5,162.2,31,1925558,-1.0,3.97,12,
0.940,13.0006011,79.9896206,162.5,-0.1,0.1,104.9,118.6,0.013,7,3.4,5944,4,160.0,14.46,101.7,47.3,162.5,162.2,33,1925558,-1.0,3.97,12,
0.945,13.0006011,79.9896206,162.6,-0.1,0.1,104.9,118.6,0.013,7,3.4,5952,4,160.0,14.46,101.7,47.3,162.6,162.3,33,1925558,-1.0,3.97,12,
0.950,13.0006011,79.9896206,162.6,-0.1,0.1,104.9,118.6,0.013,7,3.9,5956,4,160.0,14.47,101.8,47.3,162.6,162.3,33,1925558,-1.0,3.97,12,
0.955,13.0006011,79.9896206,162.7,-0.1,0.1,104.9,118.6,0.013,7,3.9,5958,4,160.0,14.47,101.8,47.3,162.7,162.3,33,1925558,-1.0,3.97,12,
0.960,13.0005884,79.9896107,162.7,-0.1,0.1,104.9,118.6,0.013,7,3.9,5949,4,160.0,14.47,101.8,47.3,162.7,162.3,33,1925558,-1.0,3.97,12,
0.965,13.0005884,79.9896107,162.7,-0.1,0.1,104.9,118.6,0.013,7,3.9,5959,4,160.0,14.47,101.8,47.3,162.7,162.4,33,1925558,-1.0,3.97,12,
0.970,13.0005884,79.9896107,162.7,-0.1,0.1,104.9,118.6,0.013,7,3.9,5962,4,160.0,14.48,101.8,47.3,162.7,162.4,33,1925558,-1.0,3.97,12,
0.975,13.0005884,79.9896107,162.8,-0.1,0.1,104.9,118.6,0.013,7,3.9,5960,4,160.0,14.48,101.8,47.3,162.8,162.4,33,1925558,-1.0,3.97,12,
0.980,13.0005884,79.9896107,162.8,-0.1,0.1,104.9,118.6,0.013,7,3.9,5952,4,160.0,14.48,101.8,47.3,162.8,162.5,33,1925558,-1.0,3.97,12,
0.985,13.0005884,79.9896107,162.8,-0.1,0.1,104.9,118.6,0.013,7,3.9,5954,4,160.0,14.48,101.8,47.3,162.8,162.5,33,1925558,-1.0,3.97,12,
0.990,13.0005884,79.9896107,162.8,0.1,-0.4,105.1,118.8,0.014,7,3.9,5952,4,160.0,14.48,101.8,47.3,162.8,162.5,35,1925567,-1.0,3.97,12,
0.995,13.0005884,79.9896107,162.9,0.1,-0.4,105.1,118.8,0.014,7,3.9,5951,4,160.0,14.48,101.8,47.3,162.9,162.5,35,1925567,-1.0,3.97,12,
1.000,13.0005754,79.9896007,162.9,0.1,-0.4,105.1,118.8,0.014,7,3.9,5947,4,161.0,14.48,101.8,47.3,162.9,162.6,35,1925567,-1.0,3.97,12,
1.005,13.0005754,79.9896007,162.9,0.1,-0.4,105.1,118.8,0.014,7,3.9,5956,4,161.0,14.48,101.8,47.3,162.9,162.6,35,1925567,-1.0,3.97,12,
1.010,13.0005754,79.9896007,162.9,0.1,-0.4,105.1,118.8,0.014,7,3.5,5965,4,161.0,14.46,101.8,47.3,162.9,162.7,35,1925567,-1.0,3.97,12,
1.015,13.0005754,79.9896007,162.9,0.1,-0.4,105.1,118.8,0.014,7,3.5,5972,4,161.0,14.46,101.8,47.3,162.9,162.7,35,1925567,-1.0,3.97,12,
1.020,13.0005754,79.9896007,163.0,0.1,-0.4,105.1,118.8,0.014,7,3.5,5976,4,161.0,14.46,101.8,47.3,163.0,162.7,35,1925567,-1.0,3.97,12,
1.025,13.0005754,79.9896007,163.0,0.1,-0.4,105.1,118.8,0.014,7,3.5,5990,4,161.0,14.46,101.8,47.3,163.0,162.7,35,1925567,-1.0,3.97,12,
1.030,13.0005754,79.9896007,163.0,0.1,-0.4,105.1,118.8,0.014,7,3.8,5997,4,161.0,14.45,101.7,47.3,163.0,162.8,35,1925567,-1.0,3.98,12,
1.035,13.0005754,79.9896007,163.1,0.1,-0.4,105.1,118.8,0.014,7,3.8,6004,4,161.0,14.45,101.7,47.3,163.1,162.8,35,1925567,-1.0,3.98,12,
1.040,13.0005624,79.9895906,163.1,0.5,0.3,104.5,118.1,0.015,7,3.8,6005,4,161.0,14.45,101.7,47.3,163.1,162.8,37,1925567,61.8,3.98,12,
1.045,13.0005624,79.9895906,163.2,0.5,0.3,104.5,118.1,0.015,7,3.8,6017,4,161.0,14.45,101.7,47.3,163.2,162.9,37,1925567,61.8,3.98,12,
1.050,13.0005624,79.9895906,163.2,0.5,0.3,104.5,118.1,0.015,7,3.3,6030,4,161.0,14.46,101.7,47.3,163.2,162.9,37,1925567,61.8,3.98,12,
1.055,13.0005624,79.9895906,163.2,0.5,0.3,104.5,118.1,0.015,7,3.3,6035,4,161.0,14.46,101.7,47.3,163.2,162.9,37,1925567,61.8,3.98,12,
1.060,13.0005624,79.9895906,163.3,0.5,0.3,104.5,118.1,0.015,7,3.3,6036,4,161.0,14.46,101.7,47.3,163.3,163.0,37,1925567,61.8,3.98,12,
1.065,13.0005624,79.9895906,163.3,0.5,0.3,104.5,118.1,0.015,7,3.3,6049,4,161.0,14.46,101.7,47.3,163.3,163.0,37,1925567,61.8,3.98,12,
1.070,13.0005624,79.9895906,163.3,0.5,0.3,104.5,118.1,0.015,7,4.6,6045,4,161.0,14.46,101.7,47.3,163.3,163.1,37,1925567,61.8,3.99,12,
1.075,13.0005624,79.9895906,163.4,0.5,0.3,104.5,118.1,0.015,7,4.6,6040,4,161.0,14.46,101.7,47.3,163.4,163.1,37,1925567,61.8,3.99,12,
1.080,13.0005494,79.9895807,163.4,0.5,0.3,104.5,118.1,0.015,7,4.6,6025,4,162.0,14.46,101.7,47.3,163.4,163.2,37,1925567,61.8,3.99,12,
1.085,13.0005494,79.9895807,163.5,0.5,0.3,104.5,118.1,0.015,7,4.6,6027,4,162.0,14.46,101.7,47.3,163.5,163.2,37,1925567,61.8,3.99,12,
1.090,13.0005494,79.9895807,163.5,0.2,-0.2,104.7,118.3,0.016,7,3.5,6012,4,162.0,14.47,101.7,47.3,163.5,163.3,40,1925567,-1.0,4.00,12,
1.095,13.0005494,79.9895807,163.6,0.2,-0.2,104.7,118.3,0.016,7,3.5,6005,4,162.0,14.47,101.7,47.3,163.6,163.3,40,1925567,-1.0,4.00,12,
1.100,13.0005494,79.9895807,163.6,0.2,-0.2,104.7,118.3,0.016,7,3.5,5994,4,162.0,14.47,101.7,47.3,163.6,163.4,40,1925567,-1.0,4.00,12,
1.105,13.0005494,79.9895807,163.7,0.2,-0.2,104.7,118.3,0.016,7,3.5,5999,4,162.0,14.47,101.7,47.3,163.7,163.4,40,1925567,-1.0,4.00,12,
1.110,13.0005494,79.9895807,163.8,0.2,-0.2,104.7,118.3,0.016,7,3.4,5998,4,162.0,14.45,101.8,47.3,163.8,163.5,40,1925567,-1.0,4.01,12,
1.115,13.0005494,79.9895807,163.8,0.2,-0.2,104.7,118.3,0.016,7,3.4,5999,4,162.0,14.45,101.8,47.3,163.8,163.5,40,1925567,-1.0,4.01,12,
1.120,13.0005362,79.9895705,163.9,0.2,-0.2,104.7,118.3,0.016,7,3.4,5990,4,162.0,14.45,101.8,47.3,163.9,163.6,40,1925567,-1.0,4.01,12,
1.125,13.0005362,79.9895705,163.9,0.2,-0.2,104.7,118.3,0.016,7,3.4,6000,4,162.0,14.45,101.8,47.3,163.9,163.6,40,1925567,-1.0,4.01,12,
1.130,13.0005362,79.9895705,164.0,0.2,-0.2,104.7,118.3,0.016,7,3.5,6000,4,162.0,14.46,101.8,47.3,164.0,163.7,40,1925567,-1.0,4.02,12,
1.135,13.0005362,79.9895705,164.0,0.2,-0.2,104.7,118.3,0.016,7,3.5,6003,4,162.0,14.46,101.8,47.3,164.0,163.7,40,1925567,-1.0,4.02,12,
1.140,13.0005362,79.9895705,164.1,0.5,0.1,104.3,118.4,0.017,7,3.5,5999,4,162.0,14.46,101.8,47.3,164.1,163.8,42,1925567,83.7,4.02,12,
1.145,13.0005362,79.9895705,164.2,0.5,0.1,104.3,118.4,0.017,7,3.5,6011,4,162.0,14.46,101.8,47.3,164.2,163.8,42,1925567,83.7,4.02,12,
1.150,13.0005362,79.9895705,164.2,0.5,0.1,104.3,118.4,0.017,7,3.3,6015,4,162.0,14.46,101.8,47.3,164.2,163.9,42,1925567,83.7,4.03,12,
1.155,13.0005362,79.9895705,164.2,0.5,0.1,104.3,118.4,0.017,7,3.3,6018,4,162.0,14.46,101.8,47.3,164.2,164.0,42,1925567,83.7,4.03,12,
1.160,13.0005230,79.9895604,164.3,0.5,0.1,104.3,118.4,0.017,7,3.3,6013,4,163.0,14.46,101.8,47.3,164.3,164.0,42,1925567,83.7,4.03,12,
1.165,13.0005230,79.9895604,164.4,0.5,0.1,104.3,118.4,0.017,7,3.3,6021,4,163.0,14.46,101.8,47.3,164.4,164.1,42,1925567,83.7,4.03,12,
1.170,13.0005230,79.9895604,164.4,0.5,0.1,104.3,118.4,0.017,7,3.5,6023,4,163.0,14.47,102.0,47.3,164.4,164.1,42,1925567,83.7,4.03,12,
1.175,13.0005230,79.9895604,164.5,0.5,0.1,104.3,118.4,0.017,7,3.5,6018,4,163.0,14.47,102.0,47.3,164.5,164.2,42,1925567,83.7,4.03,12,
1.180,13.0005230,79.9895604,164.5,0.5,0.1,104.3,118.4,0.017,7,3.5,6008,4,163.0,14.47,102.0,47.3,164.5,164.2,42,1925567,83.7,4.03,12,
1.185,13.0005230,79.9895604,164.6,0.5,0.1,104.3,118.4,0.017,7,3.5,6015,4,163.0,14.47,102.0,47.3,164.6,164.2,42,1925567,83.7,4.03,12,
1.190,13.0005230,79.9895604,164.6,-0.2,-0.3,104.4,117.9,0.018,7,3.7,6016,4,163.0,14.48,102.0,47.3,164.6,164.3,44,1925576,-1.0,4.03,12,
1.195,13.0005230,79.9895604,164.7,-0.2,-0.3,104.4,117.9,0.018,7,3.7,6017,4,163.0,14.48,102.0,47.3,164.7,164.3,44,1925576,-1.0,4.03,12,
1.200,13.0005100,79.9895504,164.8,-0.2,-0.3,104.4,117.9,0.018,7,3.7,6021,4,163.0,14.48,102.0,47.3,164.8,164.4,44,1925576,-1.0,4.03,12,
1.205,13.0005100,79.9895504,164.8,-0.2,-0.3,104.4,117.9,0.018,7,3.7,6028,4,163.0,14.48,102.0,47.3,164.8,164.5,44,1925576,-1.0,4.03,12,
1.210,13.0005100,79.9895504,164.9,-0.2,-0.3,104.4,117.9,0.018,7,3.7,6031,4,163.0,14.47,101.6,47.3,164.9,164.5,44,1925576,-1.0,4.03,12,
1.215,13.0005100,79.9895504,164.9,-0.2,-0.3,104.4,117.9,0.018,7,3.7,6025,4,163.0,14.47,101.6,47.3,164.9,164.6,44,1925576,-1.0,4.03,12,
1.220,13.0005100,79.9895504,165.0,-0.2,-0.3,104.4,117.9,0.018,7,3.7,6026,4,163.0,14.47,101.6,47.3,165.0,164.6,44,1925576,-1.0,4.03,12,
1.225,13.0005100,79.9895504,165.1,-0.2,-0.3,104.4,117.9,0.018,7,3.7,6028,4,163.0,14.47,101.6,47.3,165.1,164.7,44,1925576,-1.0,4.03,12,
1.230,13.0005100,79.9895504,165.1,-0.2,-0.3,104.4,117.9,0.018,7,3.8,6034,4,163.0,14.47,101.6,47.3,165.1,164.7,44,1925576,-1.0,4.04,12,
1.235,13.0005100,79.9895504,165.1,-0.2,-0.3,104.4,117.9,0.018,7,3.8,6038,4,163.0,14.47,101.6,47.3,165.1,164.8,44,1925576,-1.0,4.04,12,
1.240,13.0004969,79.9895401,165.2,-0.3,-0.3,104.2,117.8,0.019,7,3.8,6042,4,163.0,14.47,101.6,47.3,165.2,164.8,47,1925576,-1.0,4.04,12,
1.245,13.0004969,79.9895401,165.2,-0.3,-0.3,104.2,117.8,0.019,7,3.8,6049,4,163.0,14.47,101.6,47.3,165.2,164.9,47,1925576,-1.0,4.04,12,
1.250,13.0004969,79.9895401,165.3,-0.3,-0.3,104.2,117.8,0.019,7,3.7,6056,4,163.0,14.47,101.6,47.3,165.3,164.9,47,1925576,-1.0,4.05,12,
1.255,13.0004969,79.9895401,165.3,-0.3,-0.3,104.2,117.8,0.019,7,3.7,6053,4,163.0,14.47,101.6,47.3,165.3,165.0,47,1925576,-1.0,4.05,12,
1.260,13.0004969,79.9895401,165.4,-0.3,-0.3,104.2,117.8,0.019,7,3.7,6040,4,163.0,14.47,101.6,47.3,165.4,165.0,47,1925576,-1.0,4.05,12,
1.265,13.0004969,79.9895401,165.4,-0.3,-0.3,104.2,117.8,0.019,7,3.7,6042,4,163.0,14.47,101.6,47.3,165.4,165.0,47,1925576,-1.0,4.05,12,
1.270,13.0004969,79.9895401,165.4,-0.3,-0.3,104.2,117.8,0.019,7,3.8,6038,4,163.0,14.48,101.7,47.3,165.4,165.1,47,1925576,-1.0,4.05,12,
1.275,13.0004969,79.9895401,165.4,-0.3,-0.3,104.2,117.8,0.019,7,3.8,6034,4,163.0,14.48,101.7,47.3,165.4,165.1,47,1925576,-1.0,4.05,12,
1.280,13.0004837,79.9895300,165.5,-0.3,-0.3,104.2,117.8,0.019,7,3.8,6031,4,164.0,14.48,101.7,47.3,165.5,165.1,47,1925576,-1.0,4.05,12,
1.285,13.0004837,79.9895300,165.5,-0.3,-0.3,104.2,117.8,0.019,7,3.8,6039,4,164.0,14.48,101.7,47.3,165.5,165.2,47,1925576,-1.0,4.05,12,
1.290,13.0004837,79.9895300,165.5,-0.3,-0.5,104.3,117.4,0.020,7,3.7,6042,4,164.0,14.49,101.8,47.3,165.5,165.2,49,1925576,-1.0,4.05,12,
1.295,13.0004837,79.9895300,165.6,-0.3,-0.5,104.3,117.4,0.020,7,3.7,6045,4,164.0,14.49,101.8,47.3,165.6,165.2,49,1925576,-1.0,4.05,12,
1.300,13.0004837,79.9895300,165.6,-0.3,-0.5,104.3,117.4,0.020,7,3.7,6042,4,164.0,14.49,101.8,47.3,165.6,165.3,49,1925576,-1.0,4.05,12,
1.305,13.0004837,79.9895300,165.6,-0.3,-0.5,104.3,117.4,0.020,7,3.7,6051,4,164.0,14.49,101.8,47.3,165.6,165.3,49,1925576,-1.0,4.05,12,
1.310,13.0004837,79.9895300,165.7,-0.3,-0.5,104.3,117.4,0.020,7,3.7,6057,4,164.0,14.49,101.8,47.3,165.7,165.3,49,1925576,-1.0,4.05,12,
1.315,13.0004837,79.9895300,165.7,-0.3,-0.5,104.3,117.4,0.020,7,3.7,6063,4,164.0,14.49,101.8,47.3,165.7,165.4,49,1925576,-1.0,4.05,12,
1.320,13.0004704,79.9895197,165.7,-0.3,-0.5,104.3,117.4,0.020,7,3.7,6066,4,164.0,14.49,101.8,47.3,165.7,165.4,49,1925576,-1.0,4.05,12,
1.325,13.0004704,79.9895197,165.8,-0.3,-0.5,104.3,117.4,0.020,7,3.7,6076,4,164.0,14.49,101.8,47.3,165.8,165.4,49,1925576,-1.0,4.05,12,
1.330,13.0004704,79.9895197,165.8,-0.3,-0.5,104.3,117.4,0.020,7,3.8,6083,4,164.0,14.47,101.7,47.3,165.8,165.5,49,1925576,-1.0,4.05,12,
1.335,13.0004704,79.9895197,165.8,-0.3,-0.5,104.3,117.4,0.020,7,3.8,6090,4,164.0,14.47,101.7,47.3,165.8,165.5,49,1925576,-1.0,4.05,12,
1.340,13.0004704,79.9895197,165.8,0.0,0.1,104.3,117.7,0.021,7,3.8,6094,4,164.0,14.47,101.7,47.3,165.8,165.5,51,1925576,-31.6,4.05,12,
1.345,13.0004704,79.9895197,165.9,0.0,0.1,104.3,117.7,0.021,7,3.8,6096,4,164.0,14.47,101.7,47.3,165.9,165.6,51,1925576,-31.6,4.05,12,
1.350,13.0004704,79.9895197,165.9,0.0,0.1,104.3,117.7,0.021,7,3.3,6103,4,164.0,14.47,101.7,47.3,165.9,165.6,51,1925576,-31.6,4.04,12,
1.355,13.0004704,79.9895197,165.9,0.0,0.1,104.3,117.7,0.021,7,3.3,6103,4,164.0,14.47,101.7,47.3,165.9,165.6,51,1925576,-31.6,4.04,12,
1.360,13.0004573,79.9895095,166.0,0.0,0.1,104.3,117.7,0.021,7,3.3,6103,4,164.0,14.47,101.7,47.3,166.0,165.7,51,1925576,-31.6,4.04,12,
1.365,13.0004573,79.9895095,166.0,0.0,0.1,104.3,117.7,0.021,7,3.3,6099,4,164.0,14.47,101.7,47.3,166.0,165.7,51,1925576,-31.6,4.04,12,
1.370,13.0004573,79.9895095,166.1,0.0,0.1,104.3,117.7,0.021,7,4.1,6100,4,164.0,14.46,101.8,47.3,166.1,165.7,51,1925576,-31.6,4.03,12,
1.375,13.0004573,79.9895095,166.1,0.0,0.1,104.3,117.7,0.021,7,4.1,6097,4,164.0,14.46,101.8,47.3,166.1,165.8,51,1925576,-31.6,4.03,12,
1.380,13.0004573,79.9895095,166.1,0.0,0.1,104.3,117.7,0.021,7,4.1,6094,4,164.0,14.46,101.8,47.3,166.1,165.8,51,1925576,-31.6,4.03,12,
1.385,13.0004573,79.9895095,166.2,0.0,0.1,104.3,117.7,0.021,7,4.1,6085,4,164.0,14.46,101.8,47.3,166.2,165.8,51,1925576,-31.6,4.03,12,
1.390,13.0004573,79.9895095,166.2,0.1,0.4,104.0,118.1,0.022,7,4.1,6081,4,164.0,14.44,101.8,47.4,166.2,165.8,53,1925585,23.7,4.02,12,
1.395,13.0004573,79.9895095,166.3,0.1,0.4,104.0,118.1,0.022,7,4.1,6078,4,164.0,14.44,101.8,47.4,166.3,165.9,53,1925585,23.7,4.02,12,
1.400,13.0004441,79.9894991,166.3,0.1,0.4,104.0,118.1,0.022,7,4.1,6085,4,165.0,14.44,101.8,47.4,166.3,165.9,53,1925585,23.7,4.02,12,
1.405,13.0004441,79.9894991,166.3,0.1,0.4,104.0,118.1,0.022,7,4.1,6089,4,165.0,14.44,101.8,47.4,166.3,165.9,53,1925585,23.7,4.02,12,
1.410,13.0004441,79.9894991,166.3,0.1,0.4,104.0,118.1,0.022,7,3.6,6093,4,165.0,14.42,102.0,47.4,166.3,166.0,53,1925585,23.7,4.02,12,
1.415,13.0004441,79.9894991,166.4,0.1,0.4,104.0,118.1,0.022,7,3.6,6093,4,165.0,14.42,102.0,47.4,166.4,166.0,53,1925585,23.7,4.02,12,
1.420,13.0004441,79.9894991,166.4,0.1,0.4,104.0,118.1,0.022,7,3.6,6099,4,165.0,14.42,102.0,47.4,166.4,166.0,53,1925585,23.7,4.02,12,
1.425,13.0004441,79.9894991,166.5,0.1,0.4,104.0,118.1,0.022,7,3.6,6101,4,165.0,14.42,102.0,47.4,166.5,166.1,53,1925585,23.7,4.02,12,
1.430,13.0004441,79.9894991,166.5,0.1,0.4,104.0,118.1,0.022,7,3.9,6107,4,165.0,14.42,101.8,47.4,166.5,166.1,53,1925585,23.7,4.02,12,
1.435,13.0004441,79.9894991,166.5,0.1,0.4,104.0,118.1,0.022,7,3.9,6113,4,165.0,14.42,101.8,47.4,166.5,166.1,53,1925585,23.7,4.02,12,
1.440,13.0004310,79.9894888,166.6,-0.1,-0.1,104.5,118.4,0.022,7,3.9,6120,4,165.0,14.42,101.8,47.4,166.6,166.2,56,1925585,-1.0,4.02,12,
1.445,13.0004310,79.9894888,166.6,-0.1,-0.1,104.5,118.4,0.022,7,3.9,6123,4,165.0,14.42,101.8,47.4,166.6,166.2,56,1925585,-1.0,4.02,12,
1.450,13.0004310,79.9894888,166.7,-0.1,-0.1,104.5,118.4,0.022,7,3.7,6126,4,165.0,14.42,101.7,47.4,166.7,166.3,56,1925585,-1.0,4.02,12,
1.455,13.0004310,79.9894888,166.6,-0.1,-0.1,104.5,118.4,0.022,7,3.7,6127,4,165.0,14.42,101.7,47.4,166.6,166.3,56,1925585,-1.0,4.02,12,
1.460,13.0004310,79.9894888,166.7,-0.1,-0.1,104.5,118.4,0.022,7,3.7,6129,4,165.0,14.42,101.7,47.4,166.7,166.3,56,1925585,-1.0,4.02,12,
